subject,TRIAL_INDEX,sentences,item,condition,compound_noun,plausibility,predictability,Whose,predictability_binary,log_predictability,TOTAL_DURATION,FIRST_FIXATION_DURATION,GAZE_DURATION,FIRST_PASS_REGRESSION,REGRESSION_PATH_DURATION,region
234,114,*Cindy heard the* garbage* truck* as it* drove by her house.*,52,Implausible,garbage truck,4,0.015322,Staubs,Low,-4.1784655748875075,124,124,124,1,325,n1
234,120,*Jimmy spread out the* peanut* butter* after he* finished working.*,8,Implausible,peanut butter,4,0.2757128,Ours,High,-1.288395534754074,150,150,150,0,150,n1
234,124,*Arnie enjoyed the* season* tickets* though they* cost more than last year.*,61,Plausible,season tickets,5,0.002293,Staubs,Low,-6.077894275106369,165,165,165,0,165,n1
234,135,*The new principal visited the* cafeteria* manager* at the* end of the school day.*,57,Plausible,cafeteria manager,6.52,0.002809,Staubs,Low,-5.874926730860031,192,192,192,0,192,n1
235,6,*Kim modeled the* party* outfit* that her* mother had chosen.*,82,Implausible,party outfit,3.2,1.54e-5,Staubs,Low,-11.081143048544691,675,157,157,0,157,n1
235,7,*Jane carefully examined the* package* deal* to make* sure it was a bargain.*,55,Plausible,package deal,6.541667,0.006036,Staubs,Low,-5.1100137380765345,832,201,832,0,832,n1
235,15,*The contractor admired the* kitchen* fixtures* after the* renovation.*,75,Plausible,kitchen fixtures,6.041667,1.37e-4,Staubs,Low,-8.89552963213615,343,186,186,0,186,n1
235,21,*When I was a kid I hated the color of* dining* rooms* because they* were always so boring.*,6,Implausible,dining rooms,2,0.3117497,Ours,High,-1.165554656731997,157,157,157,1,498,n1
235,23,*The worst part about using the bathroom in public is that they always run out of the* toilet* paper* no matter* when you go.*,38,Implausible,toilet paper,3.4,0.11059946,Ours,High,-2.2018400723651346,447,288,288,0,288,n1
235,28,*The new principal talked to the* cafeteria* manager* at the* end of the school day.*,58,Implausible,cafeteria manager,3.173913,0.002809,Staubs,Low,-5.874926730860031,376,178,178,0,178,n1
235,29,*Timmy absolutely loves talking about* baking* sheets* with anyone* who is willing.*,15,Plausible,baking sheets,6.347826,0.1552467,Ours,High,-1.862739814433109,481,198,198,1,393,n1
235,35,*Cindy smelled the* garbage* truck* as it* drove by her house.*,51,Plausible,garbage truck,6.130435,0.015322,Staubs,Low,-4.1784655748875075,317,317,317,0,317,n1
235,37,*The visitors dirtied the* bathroom* towels* on the* first day of their stay.*,71,Plausible,bathroom towels,5.666667,3.19e-4,Staubs,Low,-8.05031945517943,185,185,185,0,185,n1
235,45,*Sam went to the* funeral* home* so that* they would send a limousine.*,47,Plausible,funeral home,6.521739,0.02871,Staubs,Low,-3.5505097848491647,601,187,187,1,287,n1
235,53,*Arnie bought the* season* tickets* though they* cost more than last year.*,62,Implausible,season tickets,3.16,0.002293,Staubs,Low,-6.077894275106369,261,261,261,1,405,n1
235,57,*The children loved the* elephant* shows* that took* place on Tuesday.*,79,Plausible,elephant shows,5.916667,1.99e-5,Staubs,Low,-10.824790826233828,165,165,165,0,165,n1
235,63,*Jane looked forward to going to the* concert* hall* after it* had been remodeled.*,43,Plausible,concert hall,5.869565,0.05123,Staubs,Low,-2.9714299810310263,738,333,333,0,333,n1
235,70,*The social worker founded* alcoholics* anonymous* to help* people.*,14,Implausible,alcoholics anonymous,2.434783,0.1876327,Ours,High,-1.6732689505634717,400,216,216,1,523,n1
235,72,*The new taxi driver installed the* license* plate* for the* cab he just bought.*,46,Implausible,license plate,3.6,0.0324,Staubs,Low,-3.4295968561838532,920,226,226,1,509,n1
235,75,*The maid scolded the* elevator* mechanic* who was* goofing off.*,74,Implausible,elevator mechanic,2.125,1.99e-4,Staubs,Low,-8.522205733239781,217,217,217,0,217,n1
235,79,*The manager found the* dairy* products* in the* tracking system.*,11,Plausible,dairy products,5.26087,0.1916258,Ours,High,-1.6522107669782602,248,248,248,1,446,n1
235,80,*The doctor told me to pick up my* prescription* drugs* in order* to prevent any further damage to my skin.*,39,Plausible,prescription drugs,6.304348,0.1027533,Ours,High,-2.275424309333205,373,202,373,1,574,n1
235,97,"*It required a great effort, but the* weight* lifter* finally won* the competition.*",67,Plausible,weight lifter,3.869565,7.38e-4,Staubs,Low,-7.211566733363801,376,212,212,1,413,n1
235,102,*The dealer counted the* cabinet* drawers* before making* the sale.*,66,Implausible,cabinet drawers,3.2,7.71e-4,Staubs,Low,-7.167822184400944,564,168,168,0,168,n1
235,108,*Kimmy panicked when she realized that she left the books in the* locker* room* after gym* class.*,3,Plausible,locker room,6.130435,0.5015731,Ours,High,-0.6900059194906343,204,204,204,1,392,n1
235,115,*Sally said she is attending that new* graduate* school* everyone was* talking about.*,26,Implausible,graduate school,2.833333,0.1368266,Ours,High,-1.9890408482511133,272,272,272,0,272,n1
235,126,*The teacher was unable to scold the* problem* child* in her* class.*,70,Implausible,problem child,2.565217,3.68e-4,Staubs,Low,-7.907427619795343,430,259,259,0,259,n1
235,128,*As a kid Benny was diagnosed with a* hyperactivity* disorder* but you* could never tell by looking at him.*,30,Implausible,hyperactivity disorder,4.2,0.1202438,Ours,High,-2.1182339305770497,177,177,177,1,379,n1
235,129,*I read that John was arrested for* insider* trading* that cost* one company millions of dollars.*,10,Implausible,insider trading,3.173913,0.2203773,Ours,High,-1.512414201563035,246,246,246,0,246,n1
236,8,*The worst part about using the bathroom in public is that they never flush the* toilet* paper* no matter* when you go.*,37,Plausible,toilet paper,6.304348,0.11059946,Ours,High,-2.2018400723651346,270,270,270,0,270,n1
236,11,*Jimmy spread out the* peanut* butter* after he* finished working.*,8,Implausible,peanut butter,4,0.2757128,Ours,High,-1.288395534754074,152,152,152,0,152,n1
236,16,*The dealer polished the* cabinet* drawers* before making* the sale.*,65,Plausible,cabinet drawers,4.434783,7.71e-4,Staubs,Low,-7.167822184400944,645,342,342,0,342,n1
236,18,"*It was a great event, but the* weight* lifter* finally won* the competition.*",68,Implausible,weight lifter,2.041667,7.38e-4,Staubs,Low,-7.211566733363801,699,279,279,0,279,n1
236,26,*One of my favorite feelings is when I smell* ice* cream* because it's* so sweet.*,20,Implausible,ice cream,3.04,0.1511365,Ours,High,-1.8895718769952663,215,215,215,0,215,n1
236,34,*The astronaut dropped into the* surface* crater* that had* been rumored to exist.*,84,Implausible,surface crater,3.478261,2.86e-6,Staubs,Low,-12.764688933132513,383,221,221,0,221,n1
236,36,*Jane looked forward to visiting the* concert* hall* after it* had been remodeled.*,44,Implausible,concert hall,4,0.05123,Staubs,Low,-2.9714299810310263,410,224,224,0,224,n1
236,40,*My mom loves* baking* dishes* from the* new grocery store.*,17,Plausible,baking dishes,6.708333,0.1538439,Ours,High,-1.8718168270089037,903,188,188,0,188,n1
236,46,*Kimmy panicked when she realized that she left the faucet running in the* locker* room* after gym* class.*,4,Implausible,locker room,2.833333,0.5015731,Ours,High,-0.6900059194906343,176,176,176,1,308,n1
236,49,*Sam phoned the* funeral* home* so that* they would send a limousine.*,48,Implausible,funeral home,3.125,0.02871,Staubs,Low,-3.5505097848491647,544,132,132,1,858,n1
236,50,*Cindy heard the* garbage* truck* as it* drove by her house.*,52,Implausible,garbage truck,4,0.015322,Staubs,Low,-4.1784655748875075,276,276,276,0,276,n1
236,54,*Sally said she found that new* graduate* school* everyone was* talking about.*,25,Plausible,graduate school,4.26087,0.1368266,Ours,High,-1.9890408482511133,938,219,410,1,955,n1
236,55,*The mechanic scoffed at the idea of building* diesel* engines* into the* antique cars.*,32,Implausible,diesel engines,3,0.1189083,Ours,High,-2.129402671161631,351,188,188,0,188,n1
236,59,"*When I was a kid, despite my mom's disapproval, I really wanted to go to a* snack* bar* and eat* all of the snacks.*",28,Implausible,snack bar,2.956522,0.1225199,Ours,High,-2.0994818132111703,224,224,224,1,442,n1
236,62,*The teacher was unable to understand the* problem* child* in her* class.*,69,Plausible,problem child,6.28,3.68e-4,Staubs,Low,-7.907427619795343,785,195,350,0,350,n1
236,64,*The new taxi driver needed the* license* plate* for the* cab he just bought.*,45,Plausible,license plate,5,0.0324,Staubs,Low,-3.4295968561838532,505,316,316,0,316,n1
236,65,*The manager logged the* dairy* products* in the* tracking system.*,12,Implausible,dairy products,3.458333,0.1916258,Ours,High,-1.6522107669782602,442,193,193,0,193,n1
236,72,*The school's high* graduation* rates* were applauded* by the community.*,36,Implausible,graduation rates,3.434783,0.11305809,Ours,High,-2.1798535215624613,275,275,275,0,275,n1
236,73,*The contractor ordered the* kitchen* fixtures* after the* renovation.*,76,Implausible,kitchen fixtures,3.304348,1.37e-4,Staubs,Low,-8.89552963213615,607,263,395,0,395,n1
236,75,*The new principal visited the* cafeteria* manager* at the* end of the school day.*,57,Plausible,cafeteria manager,6.52,0.002809,Staubs,Low,-5.874926730860031,608,194,194,1,354,n1
236,80,*I read an article about the* insider* trading* that cost* one company millions of dollars.*,9,Plausible,insider trading,5.08,0.2203773,Ours,High,-1.512414201563035,737,228,228,1,457,n1
236,83,*When I was a kid I hated* dining* rooms* because they* were always so boring.*,5,Plausible,dining rooms,4.208333,0.3117497,Ours,High,-1.165554656731997,290,174,290,0,290,n1
236,86,*I heard that Billy stumbled upon a* web* site* about dogs*.*,33,Plausible,web site,4.8,0.1143555,Ours,High,-2.16844326172511,380,178,178,1,660,n1
236,89,*Timmy absolutely loves buying* baking* sheets* with anyone* who is willing.*,16,Implausible,baking sheets,1.875,0.1552467,Ours,High,-1.862739814433109,945,93,93,1,646,n1
236,92,*I was really worried after I read about the* wastewater* treatment* because it* wasn't adequately tested.*,21,Plausible,wastewater treatment,5.083333,0.1460549,Ours,High,-1.9237727005571241,1143,353,353,0,353,n1
236,95,*Ricardo painted the* ceiling* supports* while he* ate his lunch.*,77,Plausible,ceiling supports,6.304348,8.08e-5,Staubs,Low,-9.423533592437224,1535,190,450,0,450,n1
236,96,*As a kid Benny was known for his* hyperactivity* disorder* but you* could never tell by looking at him.*,29,Plausible,hyperactivity disorder,6.217391,0.1202438,Ours,High,-2.1182339305770497,192,192,192,1,373,n1
236,107,*The hardest part about driving my car is the* steering* wheel* is oddly* shaped.*,1,Plausible,steering wheel,5.75,0.5464651,Ours,High,-0.6042848343379513,186,186,186,1,347,n1
236,113,*The children attended the* elephant* shows* that took* place on Tuesday.*,80,Implausible,elephant shows,2.826087,1.99e-5,Staubs,Low,-10.824790826233828,217,217,217,1,396,n1
236,117,*The social worker visits* alcoholics* anonymous* to help* people.*,13,Plausible,alcoholics anonymous,5.92,0.1876327,Ours,High,-1.6732689505634717,650,203,203,0,203,n1
236,123,*Jane listened carefully to the* package* deal* to make* sure it was a bargain.*,56,Implausible,package deal,3.391304,0.006036,Staubs,Low,-5.1100137380765345,314,157,314,0,314,n1
236,124,*Arnie enjoyed the* season* tickets* though they* cost more than last year.*,61,Plausible,season tickets,5,0.002293,Staubs,Low,-6.077894275106369,587,147,380,0,380,n1
236,128,*Barbara went over to her* station* wagon* and put* some money in the parking meter.*,49,Plausible,station wagon,5.75,0.015707,Staubs,Low,-4.153648806121242,378,280,280,1,420,n1
236,130,*Gordon calculated the* service* charges* at the* local mortgage company.*,64,Implausible,service charges,4.48,0.001149,Staubs,Low,-6.768863280115518,751,311,311,0,311,n1
236,131,*The visitors folded the* bathroom* towels* on the* first day of their stay.*,72,Implausible,bathroom towels,2.173913,3.19e-4,Staubs,Low,-8.05031945517943,336,212,212,0,212,n1
237,4,*One of my favorite feelings is when I eat* ice* cream* because it's* so sweet.*,19,Plausible,ice cream,4.608696,0.1511365,Ours,High,-1.8895718769952663,229,229,229,0,229,n1
237,5,*The worst part about using the bathroom in public is that they always run out of the* toilet* paper* no matter* when you go.*,38,Implausible,toilet paper,3.4,0.11059946,Ours,High,-2.2018400723651346,277,277,277,0,277,n1
237,10,"*It required a great effort, but the* weight* lifter* finally won* the competition.*",67,Plausible,weight lifter,3.869565,7.38e-4,Staubs,Low,-7.211566733363801,471,287,287,0,287,n1
237,12,*When I was a kid I hated the color of* dining* rooms* because they* were always so boring.*,6,Implausible,dining rooms,2,0.3117497,Ours,High,-1.165554656731997,232,232,232,0,232,n1
237,20,*Cindy smelled the* garbage* truck* as it* drove by her house.*,51,Plausible,garbage truck,6.130435,0.015322,Staubs,Low,-4.1784655748875075,458,204,458,0,458,n1
237,21,*The manager found the* dairy* products* in the* tracking system.*,11,Plausible,dairy products,5.26087,0.1916258,Ours,High,-1.6522107669782602,312,162,312,0,312,n1
237,27,*The new principal talked to the* cafeteria* manager* at the* end of the school day.*,58,Implausible,cafeteria manager,3.173913,0.002809,Staubs,Low,-5.874926730860031,187,187,187,0,187,n1
237,28,*The visitors dirtied the* bathroom* towels* on the* first day of their stay.*,71,Plausible,bathroom towels,5.666667,3.19e-4,Staubs,Low,-8.05031945517943,194,194,194,0,194,n1
237,32,*Kim modeled the* party* outfit* that her* mother had chosen.*,82,Implausible,party outfit,3.2,1.54e-5,Staubs,Low,-11.081143048544691,279,172,172,0,172,n1
237,37,*Nora was slowed at the* traffic* light* near the* new mall.*,54,Implausible,traffic light,3.333333,0.013149,Staubs,Low,-4.331409568877356,198,198,198,0,198,n1
237,40,*Timmy absolutely loves talking about* baking* sheets* with anyone* who is willing.*,15,Plausible,baking sheets,6.347826,0.1552467,Ours,High,-1.862739814433109,387,188,302,0,302,n1
237,41,*I was really worried after I administered the* wastewater* treatment* because it* wasn't adequately tested.*,22,Implausible,wastewater treatment,3.217391,0.1460549,Ours,High,-1.9237727005571241,304,152,304,0,304,n1
237,43,*The social worker founded* alcoholics* anonymous* to help* people.*,14,Implausible,alcoholics anonymous,2.434783,0.1876327,Ours,High,-1.6732689505634717,142,142,142,0,142,n1
237,48,*The new taxi driver installed the* license* plate* for the* cab he just bought.*,46,Implausible,license plate,3.6,0.0324,Staubs,Low,-3.4295968561838532,218,218,218,0,218,n1
237,55,*The maid scolded the* elevator* mechanic* who was* goofing off.*,74,Implausible,elevator mechanic,2.125,1.99e-4,Staubs,Low,-8.522205733239781,582,284,284,0,284,n1
237,62,*The dealer counted the* cabinet* drawers* before making* the sale.*,66,Implausible,cabinet drawers,3.2,7.71e-4,Staubs,Low,-7.167822184400944,199,199,199,0,199,n1
237,67,"*Due to her difficulty of breathing, Jamie was really worried about her* lung* cancer* because it* is hard to treat.*",23,Plausible,lung cancer,5.73913,0.1379383,Ours,High,-1.9809487952538625,206,206,206,0,206,n1
237,71,*Sally said she is attending that new* graduate* school* everyone was* talking about.*,26,Implausible,graduate school,2.833333,0.1368266,Ours,High,-1.9890408482511133,198,198,198,0,198,n1
237,79,*As a kid Benny was diagnosed with a* hyperactivity* disorder* but you* could never tell by looking at him.*,30,Implausible,hyperactivity disorder,4.2,0.1202438,Ours,High,-2.1182339305770497,306,176,306,0,306,n1
237,85,*Arnie bought the* season* tickets* though they* cost more than last year.*,62,Implausible,season tickets,3.16,0.002293,Staubs,Low,-6.077894275106369,502,182,358,0,358,n1
237,87,*I heard that Billy read a* web* site* about dogs*.*,34,Implausible,web site,2.304348,0.1143555,Ours,High,-2.16844326172511,139,139,139,1,481,n1
237,90,*Kimmy panicked when she realized that she left the books in the* locker* room* after gym* class.*,3,Plausible,locker room,6.130435,0.5015731,Ours,High,-0.6900059194906343,331,167,331,0,331,n1
