Item,Word,Condition,Frequency,Predictability,Type,Sentences,PhrasalVerb,Filename,FilePath,OnsetTime,OffsetTime,Duration,CorrectAns,List
162,putting up,Experimental,613448,0.035873823,Phrasal Verb,They're putting up a new fence in the backyard.,1,all_parts_combined_They_re_putting_up_a_new_fence_in_the_backyard_.wav,Stimuli/all_parts_combined_They_re_putting_up_a_new_fence_in_the_backyard_.wav,0.724,0.788,0.064,y,2
164,size up,Experimental,20086,2.81E-04,Phrasal Verb,He sized up his opponent before the match.,1,all_parts_combined_He_sized_up_his_opponent_before_the_match_.wav,Stimuli/all_parts_combined_He_sized_up_his_opponent_before_the_match_.wav,0.65,0.747,0.097,y,2
166,crowded up,Experimental,22736,0.003237,Phrasal Verb,"People crowded up to her, almost tripping them both by how close they were.",0,all_parts_combined_People_crowded_up_to_her__almost_tripping_them_both_by_how_close_they_were_.wav,Stimuli/all_parts_combined_People_crowded_up_to_her__almost_tripping_them_both_by_how_close_they_were_.wav,0.836,0.958,0.122,y,2
167,zip up,Experimental,24184,0.010942,Phrasal Verb,It's important to zip up your jacket when going outside in the winter.,1,all_parts_combined_It_s_important_to_zip_up_your_jacket_when_going_outside_in_the_winter_.wav,Stimuli/all_parts_combined_It_s_important_to_zip_up_your_jacket_when_going_outside_in_the_winter_.wav,1.003,1.085,0.082,y,2
169,feeling up,Experimental,26144,5.36E-04,Phrasal Verb,She's feeling up the fabric to assess its quality.,1,all_parts_combined_She_s_feeling_up_the_fabric_to_assess_its_quality_.wav,Stimuli/all_parts_combined_She_s_feeling_up_the_fabric_to_assess_its_quality_.wav,0.84,0.918,0.078,y,2
171,swam up,Experimental,30143,0.020709,Phrasal Verb,The fish swam up to the surface of the pond.,0,all_parts_combined_The_fish_swam_up_to_the_surface_of_the_pond_.wav,Stimuli/all_parts_combined_The_fish_swam_up_to_the_surface_of_the_pond_.wav,0.778,0.863,0.085,y,2
173,wrinkled up,Experimental,31873,0.018825,Phrasal Verb,She wrinkled up the paper in anger.,1,all_parts_combined_She_wrinkled_up_the_paper_in_anger_.wav,Stimuli/all_parts_combined_She_wrinkled_up_the_paper_in_anger_.wav,0.765,0.838,0.073,y,2
175,slide up,Experimental,39633,0.004898,Phrasal Verb,He slid up the slippery slope.,0,all_parts_combined_He_slid_up_the_slippery_slope_.wav,Stimuli/all_parts_combined_He_slid_up_the_slippery_slope_.wav,0.504,0.587,0.083,y,2
178,mark up,Experimental,54003,0.001379,Phrasal Verb,He marked up the document with revisions.,1,all_parts_combined_He_marked_up_the_document_with_revisions_.wav,Stimuli/all_parts_combined_He_marked_up_the_document_with_revisions_.wav,0.528,0.615,0.087,y,2
180,steamed up,Experimental,57266,0.052503,Phrasal Verb,The hot shower steamed up the windows.,1,all_parts_combined_The_hot_shower_steamed_up_the_windows_.wav,Stimuli/all_parts_combined_The_hot_shower_steamed_up_the_windows_.wav,1.303,1.369,0.066,y,2
182,reaches up,Experimental,63015,0.007185,Phrasal Verb,He reaches up to grab the item on the high shelf.,0,all_parts_combined_He_reaches_up_to_grab_the_item_on_the_high_shelf_.wav,Stimuli/all_parts_combined_He_reaches_up_to_grab_the_item_on_the_high_shelf_.wav,0.708,0.801,0.093,y,2
183,dredged up,Experimental,64102,0.246382,Phrasal Verb,They dredged up old memories during the conversation.,1,all_parts_combined_They_dredged_up_old_memories_during_the_conversation_.wav,Stimuli/all_parts_combined_They_dredged_up_old_memories_during_the_conversation_.wav,0.628,0.691,0.063,y,2
185,leaping up,Experimental,77572,0.054159,Phrasal Verb,The athlete was leaping up to reach the high bar.,0,all_parts_combined_The_athlete_was_leaping_up_to_reach_the_high_bar_.wav,Stimuli/all_parts_combined_The_athlete_was_leaping_up_to_reach_the_high_bar_.wav,1.143,1.245,0.102,y,2
187,blocked up,Experimental,81739,0.017986,Phrasal Verb,The sink was blocked up with food scraps.,1,all_parts_combined_The_sink_was_blocked_up_with_food_scraps_.wav,Stimuli/all_parts_combined_The_sink_was_blocked_up_with_food_scraps_.wav,0.814,0.901,0.087,y,2
190,stock up,Experimental,100515,0.002281,Phrasal Verb,It's important to stock up your pantry before a storm.,1,all_parts_combined_It_s_important_to_stock_up_your_pantry_before_a_storm_.wav,Stimuli/all_parts_combined_It_s_important_to_stock_up_your_pantry_before_a_storm_.wav,1.086,1.168,0.082,y,2
192,catches up,Experimental,113232,0.06789,Phrasal Verb,He always catches up with his friends after a long absence.,0,all_parts_combined_He_always_catches_up_with_his_friends_after_a_long_absence_.wav,Stimuli/all_parts_combined_He_always_catches_up_with_his_friends_after_a_long_absence_.wav,1.023,1.11,0.087,y,2
193,using up,Experimental,154813,0.001158,Phrasal Verb,They're using up the remaining paint for the project.,1,all_parts_combined_They_re_using_up_the_remaining_paint_for_the_project_.wav,Stimuli/all_parts_combined_They_re_using_up_the_remaining_paint_for_the_project_.wav,0.642,0.707,0.065,y,2
195,burn up,Experimental,166488,0.020363,Phrasal Verb,The fire seemed to burn up everything in its path.,1,all_parts_combined_The_fire_seemed_to_burn_up_everything_in_its_path_.wav,Stimuli/all_parts_combined_The_fire_seemed_to_burn_up_everything_in_its_path_.wav,1.086,1.152,0.066,y,2
197,write up,Experimental,202377,0.003668,Phrasal Verb,She needs to write up a detailed report of the incident.,1,all_parts_combined_She_needs_to_write_up_a_detailed_report_of_the_incident_.wav,Stimuli/all_parts_combined_She_needs_to_write_up_a_detailed_report_of_the_incident_.wav,0.769,0.852,0.083,y,2
200,catching up,Experimental,477240,0.134968,Phrasal Verb,They're catching up on the latest news and gossip.,0,all_parts_combined_They_re_catching_up_on_the_latest_news_and_gossip_.wav,Stimuli/all_parts_combined_They_re_catching_up_on_the_latest_news_and_gossip_.wav,0.581,0.663,0.082,y,2
202,uploaded,Experimental,120453,NA,Word-Internal,She uploaded the photos from her vacation onto social media for everyone to see.,NA,all_parts_combined_She_uploaded_the_photos_from_her_vacation_onto_social_media_for_everyone_to_see_.wav,Stimuli/all_parts_combined_She_uploaded_the_photos_from_her_vacation_onto_social_media_for_everyone_to_see_.wav,0.299,0.361,0.062,y,2
204,incorruption,Experimental,52087,NA,Word-Internal,The incorruption of his character was evident in every decision he made.,NA,all_parts_combined_The_incorruption_of_his_character_was_evident_in_every_decision_he_made_.wav,Stimuli/all_parts_combined_The_incorruption_of_his_character_was_evident_in_every_decision_he_made_.wav,0.504,0.58,0.076,y,2
206,rupturing,Experimental,106538,NA,Word-Internal,The rupturing of the water pipe caused a flood in the basement.,NA,all_parts_combined_The_rupturing_of_the_water_pipe_caused_a_flood_in_the_basement_.wav,Stimuli/all_parts_combined_The_rupturing_of_the_water_pipe_caused_a_flood_in_the_basement_.wav,0.254,0.345,0.091,y,2
208,updraft,Experimental,87211,NA,Word-Internal,The gust of wind created an updraft that lifted the kite high into the sky.,NA,all_parts_combined_The_gust_of_wind_created_an_updraft_that_lifted_the_kite_high_into_the_sky_.wav,Stimuli/all_parts_combined_The_gust_of_wind_created_an_updraft_that_lifted_the_kite_high_into_the_sky_.wav,1.307,1.384,0.077,y,2
210,decoupling,Experimental,275513,NA,Word-Internal,The decoupling of the two companies resulted in significant changes in the industry.,NA,all_parts_combined_The_decoupling_of_the_two_companies_resulted_in_significant_changes_in_the_industry_.wav,Stimuli/all_parts_combined_The_decoupling_of_the_two_companies_resulted_in_significant_changes_in_the_industry_.wav,0.51,0.588,0.078,y,2
212,checkup,Experimental,288168,NA,Word-Internal,It's important to schedule regular checkups to maintain good health.,NA,all_parts_combined_It_s_important_to_schedule_regular_checkups_to_maintain_good_health_.wav,Stimuli/all_parts_combined_It_s_important_to_schedule_regular_checkups_to_maintain_good_health_.wav,1.872,1.95,0.078,y,2
214,hereupon,Experimental,144690,NA,Word-Internal,"Hereupon, they decided to embark on a new adventure together.",NA,all_parts_combined_Hereupon__they_decided_to_embark_on_a_new_adventure_together_.wav,Stimuli/all_parts_combined_Hereupon__they_decided_to_embark_on_a_new_adventure_together_.wav,0.292,0.418,0.126,y,2
216,followup,Experimental,425094,NA,Word-Internal,The doctor scheduled a follow-up appointment to monitor the patient's progress.,NA,all_parts_combined_The_doctor_scheduled_a_follow-up_appointment_to_monitor_the_patient_s_progress_.wav,Stimuli/all_parts_combined_The_doctor_scheduled_a_follow-up_appointment_to_monitor_the_patient_s_progress_.wav,1.801,1.878,0.077,y,2
218,chirruping,Experimental,18902,NA,Word-Internal,The chirruping of the birds filled the air with a joyful melody.,NA,all_parts_combined_The_chirruping_of_the_birds_filled_the_air_with_a_joyful_melody_.wav,Stimuli/all_parts_combined_The_chirruping_of_the_birds_filled_the_air_with_a_joyful_melody_.wav,0.404,0.507,0.103,y,2
220,upregulate,Experimental,26498,NA,Word-Internal,Exercise and proper nutrition can help upregulate your metabolism for weight loss.,NA,all_parts_combined_Exercise_and_proper_nutrition_can_help_upregulate_your_metabolism_for_weight_loss_.wav,Stimuli/all_parts_combined_Exercise_and_proper_nutrition_can_help_upregulate_your_metabolism_for_weight_loss_.wav,2.329,2.398,0.069,y,2
222,suppleness,Experimental,110635,NA,Word-Internal,The yoga class improved her suppleness and flexibility.,NA,all_parts_combined_The_yoga_class_improved_her_suppleness_and_flexibility_.wav,Stimuli/all_parts_combined_The_yoga_class_improved_her_suppleness_and_flexibility_.wav,1.419,1.496,0.077,y,2
224,linkup,Experimental,34716,NA,Word-Internal,The linkup of the computers allowed for seamless data transfer between the two.,NA,all_parts_combined_The_linkup_of_the_computers_allowed_for_seamless_data_transfer_between_the_two_.wav,Stimuli/all_parts_combined_The_linkup_of_the_computers_allowed_for_seamless_data_transfer_between_the_two_.wav,0.482,0.549,0.067,y,2
226,windup,Experimental,117573,NA,Word-Internal,The windup of the clock signaled the end of the workday.,NA,all_parts_combined_The_windup_of_the_clock_signaled_the_end_of_the_workday_.wav,Stimuli/all_parts_combined_The_windup_of_the_clock_signaled_the_end_of_the_workday_.wav,0.66,0.726,0.066,y,2
228,catsup,Experimental,152773,NA,Word-Internal,He poured a generous amount of catsup on his french fries.,NA,all_parts_combined_He_poured_a_generous_amount_of_catsup_on_his_french_fries_.wav,Stimuli/all_parts_combined_He_poured_a_generous_amount_of_catsup_on_his_french_fries_.wav,1.685,1.78,0.095,y,2
230,upswing,Experimental,192552,NA,Word-Internal,"The economy experienced an upswing, leading to increased job opportunities.",NA,all_parts_combined_The_economy_experienced_an_upswing_leading_to_increased_job_opportunities_.wav,Stimuli/all_parts_combined_The_economy_experienced_an_upswing_leading_to_increased_job_opportunities_.wav,1.288,1.363,0.075,y,2
232,uprightness,Experimental,201749,NA,Word-Internal,His uprightness and integrity earned him the respect of his colleagues.,NA,all_parts_combined_His_uprightness_and_integrity_earned_him_the_respect_of_his_colleagues_.wav,Stimuli/all_parts_combined_His_uprightness_and_integrity_earned_him_the_respect_of_his_colleagues_.wav,0.39,0.457,0.067,y,2
234,ruptures,Experimental,351042,NA,Word-Internal,"The earthquake caused ruptures in several buildings, resulting in structural damage.",NA,all_parts_combined_The_earthquake_caused_ruptures_in_several_buildings__resulting_in_structural_damage_.wav,Stimuli/all_parts_combined_The_earthquake_caused_ruptures_in_several_buildings__resulting_in_structural_damage_.wav,1.042,1.108,0.066,y,2
236,uptime,Experimental,72000,NA,Word-Internal,"The computer system had an impressive uptime of 99.9%, ensuring minimal disruptions.",NA,all_parts_combined_The_computer_system_had_an_impressive_uptime_of_99_9___ensuring_minimal_disruptions_.wav,Stimuli/all_parts_combined_The_computer_system_had_an_impressive_uptime_of_99_9___ensuring_minimal_disruptions_.wav,2.005,2.127,0.122,y,2
238,disruptor,Experimental,25160,NA,Word-Internal,"The new technology proved to be a disruptor in the market, revolutionizing the industry.",NA,all_parts_combined_The_new_technology_proved_to_be_a_disruptor_in_the_market__revolutionizing_the_industry_.wav,Stimuli/all_parts_combined_The_new_technology_proved_to_be_a_disruptor_in_the_market__revolutionizing_the_industry_.wav,1.863,1.933,0.07,y,2
240,mixup,Experimental,31112,NA,Word-Internal,"There was a mixup with the hotel reservation, causing confusion at check-in.",NA,all_parts_combined_There_was_a_mixup_with_the_hotel_reservation__causing_confusion_at_check-in_.wav,Stimuli/all_parts_combined_There_was_a_mixup_with_the_hotel_reservation__causing_confusion_at_check-in_.wav,0.642,0.73,0.088,y,2
242,teacups,Experimental,112766,NA,Word-Internal,They sipped their tea from delicate porcelain teacups.,NA,all_parts_combined_They_sipped_their_tea_from_delicate_porcelain_teacups_.wav,Stimuli/all_parts_combined_They_sipped_their_tea_from_delicate_porcelain_teacups_.wav,2.305,2.397,0.092,y,2
244,standup,Experimental,52115,NA,Word-Internal,The comedian delivered a hilarious standup routine that had the audience in stitches.,NA,all_parts_combined_The_comedian_delivered_a_hilarious_standup_routine_that_had_the_audience_in_stitches_.wav,Stimuli/all_parts_combined_The_comedian_delivered_a_hilarious_standup_routine_that_had_the_audience_in_stitches_.wav,1.977,2.023,0.046,y,2
246,hangups,Experimental,40579,NA,Word-Internal,His emotional hangups prevented him from forming meaningful relationships.,NA,all_parts_combined_His_emotional_hangups_prevented_him_from_forming_meaningful_relationships_.wav,Stimuli/all_parts_combined_His_emotional_hangups_prevented_him_from_forming_meaningful_relationships_.wav,0.813,0.905,0.092,y,2
248,supperless,Experimental,18853,NA,Word-Internal,"The exhausted traveler arrived at the hotel, only to find out it was supperless and there were no nearby restaurants open at that hour.",NA,all_parts_combined_The_exhausted_traveler_arrived_at_the_hotel__only_to_find_out_it_was_supperless.wav,Stimuli/all_parts_combined_The_exhausted_traveler_arrived_at_the_hotel__only_to_find_out_it_was_supperless.wav,3.292,3.371,0.079,y,2
250,prenup,Experimental,20089,NA,Word-Internal,"Before getting married, they decided to sign a prenup to protect their assets.",NA,all_parts_combined_Before_getting_married__they_decided_to_sign_a_prenup_to_protect_their_assets_.wav,Stimuli/all_parts_combined_Before_getting_married__they_decided_to_sign_a_prenup_to_protect_their_assets_.wav,2.362,2.434,0.072,y,2
252,mockups,Experimental,23699,NA,Word-Internal,The designer showcased a series of mockups to the client.,NA,all_parts_combined_The_designer_showcased_a_series_of_mockups_to_the_client_.wav,Stimuli/all_parts_combined_The_designer_showcased_a_series_of_mockups_to_the_client_.wav,1.973,2.042,0.069,y,2
254,cuprates,Experimental,24978,NA,Word-Internal,Scientists are conducting experiments with various cuprates to study their unique properties.,NA,all_parts_combined_Scientists_are_conducting_experiments_with_various_cuprates_to_study_their_unique_properties_.wav,Stimuli/all_parts_combined_Scientists_are_conducting_experiments_with_various_cuprates_to_study_their_unique_properties_.wav,2.289,2.367,0.078,y,2
256,hiccuped,Experimental,26592,NA,Word-Internal,"After drinking too quickly, he hiccuped uncontrollably.",NA,all_parts_combined_After_drinking_too_quickly__he_hiccuped_uncontrollably_.wav,Stimuli/all_parts_combined_After_drinking_too_quickly__he_hiccuped_uncontrollably_.wav,1.864,1.923,0.059,y,2
258,presuppositional,Experimental,27259,NA,Word-Internal,"The philosopher's arguments were highly presuppositional, requiring certain assumptions to be accepted.",NA,all_parts_combined_The_philosopher_s_arguments_were_highly_presuppositional__requiring_certain_assumptions_to_be_accepted_.wav,Stimuli/all_parts_combined_The_philosopher_s_arguments_were_highly_presuppositional__requiring_certain_assumptions_to_be_accepted_.wav,1.978,2.043,0.065,y,2
260,muppets,Experimental,38305,NA,Word-Internal,The children were entertained by a show featuring a cast of colorful muppets.,NA,all_parts_combined_The_children_were_entertained_by_a_show_featuring_a_cast_of_colorful_muppets_.wav,Stimuli/all_parts_combined_The_children_were_entertained_by_a_show_featuring_a_cast_of_colorful_muppets_.wav,3.278,3.357,0.079,y,2
262,pushups,Experimental,50878,NA,Word-Internal,He challenged himself to do a hundred pushups every morning as part of his fitness routine.,NA,all_parts_combined_He_challenged_himself_to_do_a_hundred_pushups_every_morning_as_part_of_his_fitness_routine_.wav,Stimuli/all_parts_combined_He_challenged_himself_to_do_a_hundred_pushups_every_morning_as_part_of_his_fitness_routine_.wav,1.88,1.93,0.05,y,2
264,breakups,Experimental,54202,NA,Word-Internal,Their relationship experienced multiple breakups and reconciliations before finally coming to an end.,NA,all_parts_combined_Their_relationship_experienced_multiple_breakups_and_reconciliations_before_finally_coming_to_an_end_.wav,Stimuli/all_parts_combined_Their_relationship_experienced_multiple_breakups_and_reconciliations_before_finally_coming_to_an_end_.wav,2.061,2.173,0.112,y,2
